h,k,l,Fo2,sigmaFo2,kFc2,Fc_real,Fc_imag,weight,weighted_residual
2,1,2,847.7900764,10.99895225,828.0559451,9.638052367,20.66000009,0.00130233742,-0.712163599
2,1,3,247.9316971,3.493133617,256.3105922,-12.67185655,-0.5448686293,0.01480930876,1.019657089
2,1,4,1447.940611,16.88341011,1437.054843,-24.79485377,-16.94638084,0.0004604203451,-0.2335803548
2,1,5,20.63069546,2.024364298,26.45822025,4.011251492,0.7185474695,0.2231588026,2.752904472
2,1,6,278.0827477,4.197058035,270.6898783,-11.479722,6.173649111,0.01146627131,-0.7916334621
2,1,7,193.6384096,3.509622299,194.1626015,8.554267376,-6.977841926,0.02170906857,0.07723441619
2,1,8,10.13297773,0.6951133282,10.67580038,-0.5831719421,2.522014122,1.737341568,0.7154850455
2,1,9,75.33746713,2.004444853,73.92669807,-6.811582421,-0.0478439038,0.1095775162,-0.466999755
2,1,10,61.9272254,1.969431799,61.11187482,1.323978461,-6.050109666,0.1364229543,-0.3011536374
2,1,11,109.453709,3.176549849,112.0529321,-2.704782216,7.938132762,0.04790976426,0.5689257161
2,1,12,108.6845566,3.479792208,103.6710171,6.598421333,4.640015342,0.04397527057,-1.051353347
2,1,13,114.4152227,4.165126678,124.6800678,8.844719949,-0.1616295138,0.03432882449,1.901874551
2,1,14,54.0119539,4.870718388,51.31477006,5.546379443,-1.202201238,0.03795144237,-0.5254418876
2,1,15,22.76466889,2.621395674,24.12938447,-2.276023206,-3.156656181,0.1362746414,0.5037901514
2,2,0,2.146400354,0.7630585299,3.535228587,1.489590262,3.552713679e-15,1.705307074,1.813634771
2,2,1,430.5043621,6.327515634,399.2302114,8.827207972,13.13987986,0.004834700168,-2.174554503
2,2,2,1495.494243,22.17704458,1453.833761,13.23674848,-27.15298032,0.0003992535502,-0.8324318383
2,2,3,149.6433378,3.302856524,135.8943152,-5.415765794,-7.480860637,0.03219297559,-2.466904781
2,2,4,120.9600659,2.958935472,113.0126129,-7.25299811,4.280906302,0.04561314875,-1.697356218
2,2,5,7.115407826,1.143484298,10.06406659,-0.7767722963,-2.390254392,0.7390314071,2.53487159
2,2,6,363.0616939,5.625414744,354.2697354,-11.2489959,9.78860469,0.006654347019,-0.7171968171
2,2,7,149.4546296,3.107067491,149.757174,7.548021308,-6.084584202,0.03360566687,0.05546198526
2,2,8,175.9490168,4.607499609,177.3313146,8.575546147,-6.1450511,0.02037020671,0.1972873899
2,2,9,141.8920375,3.130015819,142.5328011,-7.276296995,-6.042841175,0.03582044946,0.1212727865
2,2,10,5.515434391,1.461839413,4.263941713,-0.8649849802,-1.38854437,0.4620319505,-0.8506762686
2,2,11,69.24855745,3.85074083,67.75112628,-0.07708564206,6.520576404,0.0522356018,-0.3422395302
2,2,12,69.58435362,4.111530716,68.83123976,-0.2525636351,6.567952612,0.047031227,-0.1633254252
2,2,13,74.57473647,4.333869944,68.61450481,4.738256526,4.540339386,0.04203856632,-1.222044689
2,2,14,23.97461868,2.91867664,26.80612386,4.011736794,-0.8548554849,0.1106687137,0.9419542113
2,2,15,24.65158208,5.541454288,27.87171651,-2.146776024,-3.589565405,0.03199524313,0.5759923428
2,3,0,0.6471155718,1.056587436,0.1082786953,-0.2606931269,2.220446049e-15,0.8954524412,-0.5098924394
2,3,1,260.6081654,5.88019493,234.4243419,12.10947023,0.7047692895,0.010449141,-2.676537665
2,3,2,337.1066075,7.132724151,329.2787627,-13.79342723,-4.05123705,0.006529438241,-0.6325285253
2,3,3,316.3983237,5.7965687,315.667534,6.812260924,-12.31751587,0.008084249652,-0.06570709445
2,3,4,94.82094798,2.365497175,95.60648574,-2.720511938,-7.253001741,0.07305942563,0.2123269848
2,3,5,373.1121912,7.53456334,361.6700544,-5.905723765,13.86087706,0.005492662096,-0.8480053178
2,3,6,747.3147408,9.828557003,753.8849273,20.04623909,8.445274679,0.00166880295,0.2683985864
2,3,7,11.76092766,1.398274499,12.09459162,2.050526186,1.840241448,0.4808480503,0.2313732889
2,3,8,99.60183338,2.940612582,99.40451067,7.886854643,-0.4342419308,0.05689681888,-0.04706749323
2,3,9,63.56176845,3.098845755,63.18915886,0.2535829118,-6.292554713,0.07553478489,-0.1024065006
2,3,10,268.2930439,7.254922464,269.3345367,-11.91072494,-5.213627749,0.008516658551,0.09611493738
2,3,11,39.58486396,2.776293081,40.09686376,-4.78085939,1.519901247,0.109672349,0.1695580316
2,3,12,89.54299875,4.886028615,94.51866288,-6.151058998,4.63561461,0.03216527352,0.8923694233
2,3,13,14.51936451,4.805306232,12.94161324,1.01518532,-2.663114045,0.04295403722,-0.3269945639
2,3,14,10.14849408,4.393344648,10.31124232,2.543549624,0.04675383189,0.05156188707,0.03695563799
2,3,15,8.256377323,3.985008555,7.14272068,1.910244874,0.9132791823,0.0627287869,-0.2789232754
2,4,0,21.85663175,3.126023346,26.91142131,-4.109853979,1.998401444e-15,0.09802035086,1.582563722
2,4,1,299.2370475,6.499811393,300.5372377,13.72142204,0.5951243925,0.008140930733,0.1173123942
2,4,2,4.926435439,1.193928091,5.633645648,-0.6795937927,-1.753310781,0.690938375,0.5878522408
2,4,3,106.6439839,3.227775087,102.2529114,-1.68935257,-7.831023122,0.04841635574,-0.9661991615
2,4,4,231.3195273,5.268952421,223.433319,-0.2034170371,11.84044328,0.0131718099,-0.9050883397
2,4,5,176.4019908,4.1532532,165.7517302,-9.570121406,3.527962314,0.02209680651,-1.583160663
2,4,6,29.9931497,1.628050883,26.24950176,3.267239926,2.408441511,0.2890023228,-2.01254531
2,4,7,185.5276296,7.065424824,201.6637822,7.233936777,8.616497437,0.01236114125,1.794028251
2,4,8,163.4636188,6.520782001,169.3097337,4.39055808,-9.326838442,0.01502202595,0.7165254283
2,4,9,8.789817993,1.876894952,7.947939153,0.4014921309,-2.197114511,0.2783755529,-0.4441862803
2,4,10,47.74446146,3.298423601,41.33213463,-4.760124906,-1.811971984,0.0773324721,-1.783185798
2,4,11,20.76881697,3.264714513,18.52122252,-0.9281210244,-3.280762049,0.09052583553,-0.6762452409
2,4,12,31.11245974,2.725235805,35.64746577,-3.614174494,3.051524748,0.1205095603,1.574304075
