run,h,k,l,omega,x,y,module,Linv,P,edge,Iunscaled,sigmaunscaled,Iraw,varraw,counts,bgsum,nframes,wom,wpos,wom2,Iscaled,sigmascaled,normalized_residual
1,1,0,-9,20.93818,87.370677,255.42736,0,0.45505129,0.86739231,0,26.690848,4.7431018,50.876543,81.740131,73,0.34567901,7,1099.4136,52.54321,23010.136,26.690848,4.9427991,-0.86014795
1,1,0,-8,22.184378,112.68099,276.49855,0,0.4166423,0.89213386,0,67.192172,6.2919424,143.875,181.51094,171,0.4375,7,3297.3219,148.6875,73133.437,67.192172,6.2186652,0.45940286
1,1,0,-7,23.188445,136.87879,296.33707,0,0.37685889,0.91463411,0,38.141683,4.8916851,92.56962,140.94648,127,0.53797468,7,2230.962,96.506329,51586.975,38.141683,4.895724,-0.61375171
1,1,0,-6,23.867723,160.16472,315.22795,0,0.33596016,0.93464203,0,654.42068,15.643282,1820.6,1893.96,1873,0.81875,7,43305.05,1820.6,1030226.4,654.42068,15.551883,0.46271941
1,1,0,-5,24.088571,182.6955,333.41431,0,0.29422065,0.95194002,0,0.39492889,2.6428008,1.2777778,73.114198,53,0.82098765,7,228.19444,9.6666667,5390.3819,0.39492889,2.7107926,-0.56732005
1,1,0,-4,23.623798,204.58181,351.10912,0,0.25195343,0.96634397,0,128.22954,6.2235664,491.8125,569.77266,548,0.90625,7,11656.853,493.5625,275362.8,128.22954,6.2058747,0.47084929
1,1,0,-1,11.386291,266.1137,403.08442,0,0.12732518,0.99085268,0,1104.0535,12.027661,8591.8148,8760.9643,8712,1.8209877,7,97268.102,8591.8148,1101738.4,1104.0535,12.027661,0.22746931
1,1,0,0,-3.8217648,283.57645,420.57213,0,0.091336285,0.99250891,0,-0.3192495,1.190596,-3.4691358,167.38287,119,1.9135802,7,-45.882716,10.419753,206.20679,-0.3192495,1.2032694,-0.28933075
1,1,1,-12,4.4709307,11.758529,149.31978,0,0.53525344,0.77742765,0,5.9740659,3.5037848,8.6770186,25.898576,21,0.19254658,7,38.787267,8.6770186,176.77523,5.9740659,3.4294054,0.54076164
1,1,1,-11,5.4077701,40.936184,178.13693,0,0.50503738,0.80677969,0,14.977431,4.2058671,23.925926,45.141289,39,0.22839506,7,140.42593,25.259259,790.5787,14.977431,4.3105553,-0.21151975
1,1,1,-10,6.0690571,68.01088,204.13585,0,0.47284942,0.83486814,0,161.64939,10.041208,285.40994,314.31276,306,0.31677019,7,1724.8059,287.65839,10383.305,161.64939,9.5662259,1.0022715
1,1,1,-9,6.3959988,93.324887,227.90458,0,0.43905654,0.86134151,0,290.54287,12.496048,569.98726,600.97335,592,0.34394904,7,3595.2325,569.98726,22762.49,290.54287,12.380643,0.51227557
1,1,1,-8,6.3053713,117.1248,249.90551,0,0.4040433,0.8858818,0,300.0798,12.068886,657.9375,700.21289,688,0.4625,7,4107.4141,658.28125,25703.768,300.0798,11.711534,0.96986618
